ENVIRONMENTAL PROTECTION DEPARTMENT HONG KONG SPECIAL ADMINISTRATIVE REGION (CHINA) Hourly AQHI (July 2014)
Note:
1. The EPD has been reporting AQHI for individual stations on an hourly basis since 30.12.2013
2. Empty cells mean that AQHI data are not available for that period.
3. The AQHI information is based on raw data taken directly from EPD's Air Quality Monitoring Network.
"4. In case of station or equipment suspension due to maintenance, the data collection for calculation of AQHI at station will be affected, the data of a most similar station will then be adopted. Such AQHI will be marked with an asterisk (*)."
			
Date,Hour,Central/Western,Eastern,Kwun Tong,Sham Shui Po,Kwai Chung,Tsuen Wan,Yuen Long,Tuen Mun,Tung Chung,Tai Po,Sha Tin,Tap Mun,Causeway Bay,Central,Mong Kok
,05,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2
,06,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2
,07,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2
,08,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2
,09,2,2,3,2,3,2,2,2,2,2,2,2,3,3,3
,10,2,2,3,2,3,2,2,2,2,2,2,2,4,3,3
,11,2,2,3,2,3,3,2,2,2,2,2,2,4,4,3*
,12,2,2,3,2,3,3,3,3,2,3,2,2,4,3,3*
,13,2,3,3,3,3,3,3,3,3*,3,3,3,4,3,4
,14,3,3,3,3,3,3,3,3,3*,3,3,3,4,3,4
,15,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4
,16,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3
,17,3,2,3,3,3,3,3,3,2,3,3,3,4,3,3
,18,3,2,3,3*,3,3,3,3,2,3,3,3,4,3,3
,19,2,2,3,2*,3,3,3,3,2,3,3,3,4,3,4
,20,2,2,3,2,3,2,2,3,2,3,2,2,4,3,3
,21,2,2,3,2,3,2,2,3,2,3,2,2,4,3,3
,22,2,2,3,2,3,2,2,2,2,3,2,2,4,3,3
,23,2,2,3,2,3,2,2,2,2,3,2,2,4,3,3
,24,2,2,3,2,3,2,2,2,2,3,2,2,4,3,3
,Daily Max,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
2014-07-05,01,2,2,3,2,3,2,2,2,2,3,2,2,4,3,3
,02,2,2,2,2,3,2,2,2,2,3,2,2,3,2,3
,03,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
,04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,07,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2
,08,2,2,2,2*,3,2,2,2,2,2,2,1,2,2,2
,09,2,2,2,2*,3,2,2,2,2,2,2,1,3,3,2
,10,2,2,3,2,3,2,2,2,2,2,2,2,3,3,3
,11,2,2,3,2,3,3,2,3,2,2,2,2,4,4,3
,12,2,2,3,3,3,3,3,3,2,3,2,2,4,3,3
,13,2,3,3,3,3,3,3,3,2,3,3,2,4,3,3
,14,2,2,3,3,3,3,3,3,3*,3,3,2,4,3,3
,15,2,2,3,3,3,3,3,3,3*,3,3,3,4,2,3
,16,2,2,3,3,3,3,3,3,2,3,3,3,4,2,3
,17,2,2,3,3,3,3,2,3,2,4,3,3,4,3,3
,18,2,2,3,3,3,3,2,3,2,3,3,3,4,3,3
,19,2,2,3,2,3,3,2,3,2,3,2,2,4,3,4
,20,2,2,3,2,3,2,2,3,2,3,2,2,4,3,3
,21,2,2,3,2,3,2,2,3,2,3,2,2,4,3,3
,22,2,2,3,2,3,2,2,2,2,3,2,2,4,2,3
,23,2,2,3,2,3,2,2,2,2,2,2,2,4,2,3
,24,2,2,2,2,3,2,2,2,2,2,2,2,4,2,3
,Daily Max,2,3,3,3,3,3,3,3,3,4,3,3,4,4,4
2014-07-06,01,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3
,02,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2
,03,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
,04,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,09,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,10,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,11,2,2,3,2,2,2,2,2,2,2,2,2,4,3,3
,12,2,2,3,3,3,3,2,3,2,2,2,2,4,4,3
,13,3,3,3,3,3,3,2,3,3,2,3,2,5,4,4
,14,3,3,4,3,3,3,2,3,4,3,3,3,7,5,4
,15,4,3,4,3,3,4,3,3,4,3,3,3,7,5,4
,16,4,4,4,4,4,4,4,4,4,3,3,3,7,5,5
,17,5,4,4,4,5,4,5,4,4,3,4,3,6,5,5
,18,4,4,5,4,5,5,5,4,4,4,5,4,7,5,5
,19,4,3,5,4,5,5,5,4,4,4,5,3,6,4,5
,20,3,3,5,3,4,4,4,4,4,4,4,3,5,4,4
,21,3,3,4,3,4,4,4,4,4,4,4,3,5,4,4
,22,3,3,4,3,4,3,3,4,3,4,3,3,5,4,4
,23,3,3,4,4,3,3,3,4,3,4,3,3,5,4,4
,24,3,3,4,4,4,3,3,3,3,4,3,2,5,3,4
,Daily Max,5,4,5,4,5,5,5,4,4,4,5,4,7,5,5
2014-07-07,01,3,3,3,4,4,3,3,3,3,3,3,2,5,3,4
,02,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3
,03,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3
,04,2,2,3,3,3,2,2,3,2,3,3,2,2,3,2
,05,2,2,2,2,3,2,2,3,2,3,2,2,2,2,2
,06,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
,07,2,2,2,2,3,2,2,3,2,3,2,2,3,2,2
,08,2,2,3,2,3,2,3,3,2,3,2,2,3,3,3
,09,3,3,3,3,3,3,3,3,2,3,3,3,4,4,3
,10,3,3,3,3,3,3,3,3,2,3,3,3,5,5,4
,11,3,3*,4,3,4,3,3,3,2,4,3,4,5,6,4
,12,3,4*,4,4,4,4*,4,4,4*,4,3,5,5,6,4
,13,3,4*,4,4,4,4*,4,4,4*,4,4,5,6,5*,4
,14,4*,4*,4,3,4,4,4,4,3,4,4,4,5,5*,4
,15,4*,4*,4,3,4,4,4,4,3,4,4,3,5,5,4
,16,4,4,4,4,4,3,4,4,4,3,3,3,6,6,5
,17,4,4,5,4,4,3,4*,4,3,3,3,3,6,6,5
,18,4,4,5,5,4,3,4*,4,3,3,3,3,6,6,6
,19,4,5,6,5,4,3,4*,4,3,3,3,3,6,6,6
,20,4,5,6,5,4,3,4,4,3,3,3,3,6,6,6
,21,5,4,5,5,4,3,3,4,3,3,3,3,7,7,7
,22,5,4,5,6,4,3,3,4,3,3,3,3,7,6,6
,23,5,4,5,6,4,3,3,4,3,3,3,2,6,6,6
,24,4,5,5,5,4,3,3,4,3,3,4,2,6,5,5
,Daily Max,5,5,6,6,4,4,4,4,4,4,4,5,7,7,7
2014-07-08,01,4,4,5,5,4,3,3,4,3,3,4,2,5,5,5
,02,4,4,5,5,4,3,3,4,3,3,4,2,5,5,4
,03,3,4,4,5,4,3,3,4,3,3,3,2,4,4,4
,04,4,4,4,5,3,3,3,4,3,3,3,2,4,4,4
,05,4,4,4,5,3,2,2,4,2,3,3,2,4,4,5
,06,3,4,4,4,3,2,2,4,2,3,3,3,4,4,5
,07,3,4,4,5,3,3,3,4,2,3,3,3,4,4,5
,08,3,4,5,5,3,3,3,4,3,3,3,3,5,4,5
,09,4,4,5,5,4,3,3,4,3,4,3,3,6,6,5
,10,4,5,5,5,5,4,4,5,4,4,4,4,7,7,5
,11,5,5,5,5,6,5,5,5,5,6,6,6,7,8,6
,12,5,5,5,6,6*,6,6*,6,6,7,7,8,7*,7,6
,13,6,5,6,6,7*,6,7*,7,6,8,7,10,7*,7,7
,14,8,6,7,7,7*,6,7*,7,6,8,6,10,7*,8,7
,15,8,6,7,7,6,6,7*,7,6,6,6,8,8*,8,7
,16,8,6,7,7,6,6,7*,7,7,6,7,6,8*,9,7
,17,7,6,7,7,7,6,7*,7,7,6,7,6,7*,8,7
,18,6,6,7,6,8,7,7,7,7,7,7,6,8*,7,7
,19,6,6,7,6,7,7,7,7,6,7,7,6,7*,7,7
,20,6,6,7,6,7,6,7,6,6,6,6,5,7*,7,7
,21,6,5,7,6,7,6,6,6,6,6,6,5,7*,7,7
,22,6,5,6,6,6,6,6,6,5,6,5,5,8,7,7
,23,5,5,6,6,6,6,5,6,5,6,5,4,8,7,7
,24,5,5,6,6,6,5,5,5,4,5,5,4,8,7,7
,Daily Max,8,6,7,7,8,7,7,7,7,8,7,10,8,9,7
2014-07-09,01,5,5,6,6,5,5,4,5,4,5,4,3,7,7,7
,02,5,5,6,6,5,5,4,5,4,4,4,3,6,6,6
,03,5,5,5,5,5,5,4,5,4,4,4,3,6,5,5
,04,4,5,5,5,4,4,4,5,3,4,4,3,5,5,5
,05,4,5,5,5,4,4,4,5,3,4,4,3,5,5,5
,06,4,4,5,5,4,3,4,5,3,4,4,3,5,5,5
,07,4,4,4,4,4,3,4,5,3,4,3,3,5,5,5
,08,5,3,4,4,4,3,4,5,3,4,3,3,6,6,5
,09,5,3,5,5,4,4,5,5,4,4,4,4,7,7,5
,10,5,4,5,5,4,5,6,6,5,5,4,5,8,7,5
,11,5*,4,5,4,5,5,6,6,6,5,4,6,7*,7,5
,12,5*,5,5,5,5,5,6*,6,7,5,4,8,6*,6,5
,13,4,5,6,5,6,6,6*,5,7,7*,5,8,5*,5,5
,14,4,5,6,5,5*,7*,6*,5,7,7*,5,8,5,4,5
,15,5,5,6,6,5*,7*,6*,5,7,6*,6,7,6,5,6
,16,5,5*,6,5,5*,6*,7*,6,7,6*,5,6,6,6,6
,17,5,5,6,5,5*,6*,7*,7,7,6*,5,6,6,6,6
,18,5,5,6,5,5*,5*,6*,7,6,6,5,6,6,6,6
,19,5,5,6,5,5*,5*,5,6,5,6,5,5,7,6,6
,20,5,4,5,5,6,5*,5,5,5,6,5,4,8,6,6
,21,5,4,5,5,5,5*,5,5,5,5,5,4,7,6,6
,22,4,4,4,4,5,4,5,5,4,4,4,3,6,5,5
,23,3,3,4,4,4,4,4,4,4,4,3,3,5,4,4
,24,3,3,3,3,3,3,3,4,3,3,3,3,5,3,4
,Daily Max,5,5,6,6,6,7,7,7,7,7,6,8,8,7,7
2014-07-10,01,2,3,3,3,3,3,3,3,3,3,3,2,4,3,3
,02,2,2,3,3,3,3,2,3,2,3,3,2,3,3,3
,03,2,2,3,2,3,3,2,3,2,2,2,2,3,3,2
,04,2,2,3,2,3,2,2,3,2,2,2,2,2,3,2
,05,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2
,06,2,2,2,2,3,2,2,3,2,2,2,1,2,2,2
,07,2,2,2,2,3,2,2,3,2,2,2,1,2,3,2
,08,2,2,3,2,3,2,2,2,2,2,2,1,3,3,2
,09,2,2,3,2,3,3,2,2,2,2,2,2,4,5,3
,10,2,2,3,2,3,3,2,3,2,3,2,2,4,5,3
,11,2,2,3,2,3,3,2,3,2,2,2,2,5,6,3
,12,3,2,3,3,3,3,2,3,2,2,2,2,4,5,3
,13,3,3,4,3,3,3,2,3,2,3*,2,2,4,5,3
,14,3,3,4,3,3,3,2,3,2*,3*,3,3,4,5,4
,15,3,3,4,3,4,3,3,3,3*,3*,3,3,4,4,4
,16,3,3,3,3,4,3,3,3,3*,3*,3,3,4,4,4
,17,2,2,3,3,3,3,3,3,3*,3*,3,3,4,3,4
,18,2,3*,3,3,3,3,3,3,3*,3*,3,3,4,3,4
,19,2,3*,3,3,3,3,3,3,3*,3*,3,2,4,4,4
,20,2,3*,3,3,3,3,2,3,3*,3*,3,2,4,4,4
,21,2,3*,3,3,3,3,2,3,2*,3*,3,2,4,4,4
,22,2,2,3,3,3,3,2,3,2*,3*,3,2,4,3,4
,23,2,2,3,3,3,3,2,3,2*,3*,3,2,4,3,3
,24,2,2,2,3,3,3,2,2,2,3*,2,2,4,3,3
,Daily Max,3,3,4,3,4,3,3,3,3,3,3,3,5,6,4
2014-07-11,01,2,2,2,2,3,2,2,2,2,2*,2,1,4,3,3
,02,2,2,2,2,3,2,2,2,2,2*,2,1,3,2,3
,03,2,2,2,2,3,2,2,2,2,2*,2,1,2,2,2
,04,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,2
,05,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,2
,06,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,2
,07,2,2,2,2,3,2,2,2,2,2*,2,1,2,2,2
,08,2,2,2,2,2,2,2,2,2,2*,2,1,3,3,2
,09,2,2,2,2,2,2,2,2,2,2*,2,2,3,4,3
,10,2,2,3,2,3,2,2,2,2,2*,2,2,4,4,3
,11,2,2,3,3,3,3,2,2,2,2*,2,2,4,4,3
,12,2,2,3,3,3,3,2,3,2*,2*,2,2,3,4,3
,13,2,2,3,3,3,3,2,3,2*,2,2,2,3,3,3
,14,2,2,3,3,3,3*,2,3,2,2,2,2,4,4,3
,15,2,2,3,3,3,3*,2,3,2,3,2,2,4,3,3
,16,2,2,3,2,3,3*,2,3,2,3,2,2,3,3,3
,17,2,2,3,2,3,3*,2,3,2,3,2,2,4,3,3
,18,2,2,3,3,3,3*,2,3,2,3,2,2,4,3,3
,19,2,2,3,3,3,3*,2,3,2,3,2,2,4,3,4
,20,2,2,3,3,3,3,2,3,2,3,3,2,3,3,4
,21,2,2,3,3,3,3,2,3,2,3,3,2,3,2,4
,22,2,2,3,2,3,3,2,3,2,3,3,1,4,2,3
,23,2,2,3,2,2,2,2,3,2,2,2,1,4,2,3
,24,2,2,2,2,2,2,2,2,2,2,2,1,4,3,3
,Daily Max,2,2,3,3,3,3,2,3,2,3,3,2,4,4,4
2014-07-12,01,2,2,2,2,2,2,2,2,2,2,2,1,4,3,3
,02,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2
,03,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2
,04,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,09,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,10,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,11,2,2,3,2,3,3,2,2,2,2,2,2,3,3,3
,12,2,2,3,2,3,3,2,3,2,2,2,2,3,4,3
,13,2,2,3,3,3,3,2,2,2,3,2,2,3,4,3
,14,2,2,3,3,3,3,2,3,2,3,2,2,4,3,3
,15,2,2,3,3,3,3,2,3,2,3,2,2,4,3,3
,16,2,2,3,3,3,3,2,3,2,3,2,2,5,3,4
,17,2,2,3,3,3,3,2,3,2,3,2,2,5,3,4
,18,2,2,3,2,3,3,2,3,2,3,2,2,4,3,4
,19,2,2,3,2,3,2,2,2,2,3,2,2,5,3,4
,20,2,2,3,2,3,2,2,3,2,3,2,2,5,3,3
,21,2,2,3,2,3,2,2,2,2,3,2,2,5,3,3
,22,2,2,3,2,3,2,2,2,2,3,2,2,4,3,3
,23,2,2,2,2,3,2,2,2,2,2,2,2,4,3,3
,24,2,2,2,2,3,2,2,2,2,2,2,1,4,3,3
,Daily Max,2,2,3,3,3,3,2,3,2,3,2,2,5,4,4
2014-07-13,01,2,2,2,2,3,3,2,2,2,2,2,1,4,3,3
,02,2,2,2,2,3,2,2,3,2,2,2,1,3,3,2
,03,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2
,04,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,08,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2
,09,2,2,2,2,3,2,2,2,2,2,2,1,3,3,2
,10,2,2,2,2,3,3,2,2,2,2,2,2,3,3,3
,11,2,2,3,2,3,3,2,2,2,2,2,2,3,3,3
,12,2,2,3,2,3,3,2,3,2,2,2,2,3,3,3
,13,2,2,3,2,3,3,2,3,2,2,2,2,3,3,3
,14,2,2,3,3,3,3,2,3,2,2,2,2,3,3,3
,15,2,2,3,2,3,2,3,3,2,2,2,2,3,3,3
,16,2,2,3,2,3,2,3,3,2,2,2,2,4,3,3
,17,2,2,3,2,3,2,2,3,2,2,2,2,4,3,3
,18,2,2,3,2,3,2,2,3,2,2,2,2,4,3,3
,19,2,2,3,2,3,2,2,3,2,2,2,2,4,3,3
,20,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3
,21,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3
,22,2,2,2,2,3,2,2,2,2,2,2,1,3,2,3
,23,2,2,2,2,3,2,2,2,2,2,2,1,3,2,3
,24,2,2,2,2,3,2,2,2,2,2,2,1,3,2,3
,Daily Max,2,2,3,3,3,3,3,3,2,2,2,2,4,3,3
2014-07-14,01,2,2,2,2,3,2,2,2,2,2,2,1,3,2,3
,02,2,2,2,2,3,2,2,2,2,2,2,1,3,2,2
,03,2,2,2,2,3,2,2,2,1,2,2,1,2,2,2
,04,2,2,2,2,3,2,2,2,1,2,2,1,2,2,2
,05,2,2,2,2,3,2,2,2,1,2,2,1,2,2,2
,06,2,2,2,2,3,2,2,2,1,2,2,1,2,2,1
,07,1,2,2,2,3,2,2,2,1,2,2,1,2,2,2
,08,1,2,2,2,3,2,2,2,1,2,2,1,2,2,2
,09,2,2,2,2,3,2,2,2,1,2,2,1,2,3,2
,10,2,2,2,2,3,2,2,2,1,2,2,2,3,4,3
,11,2,2,2,2,3,2,2,2,1,2,2,2,3,4,3
,12,2,2,2,2,3,2,2,3,2,2,2,2,4,4,3
,13,2,2,3,2,3,2,2,3,2,2,2,2,4,4,3
,14,2,2,3,2,3,2,2,2,2,2,2,2,3,4,3
,15,2,2,3,2,3,2,2,3,2,2,2,2,3,3,3
,16,2,2,3,2,3,2,2,2,2,2,2,2,3,3,3
,17,2,2,3,2,3,2,2,2,2,2,2,2,4,3,3
,18,2,2,3,2,3,2,2,2,2,2,2,2,4,3,3
,19,2,2,3,2,3,2,2,2,2,2,2,2,4,3,3
,20,2,2,3,2,3,2,2,2,2,2,2,2,4,3,3
,21,2,2,3,2,3,2,2,2,2,2,2,2,3,2,3
,22,2,2,3,2,3,2,2,2,2,2,2,1,3,2,3
,23,2,2,3,2,3,2,2,2,2,2,2,1,3,2,3
,24,2,2,2,2,3,2,2,2,2,2,2,1,3,2,3
,Daily Max,2,2,3,2,3,2,2,3,2,2,2,2,4,4,3
2014-07-15,01,2,2,2,2,3,2,2,2,2,2,2,1,3,2,3
,02,2,2,2,2,3,2,2,2,2,2,2,1,3,2,2
,03,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,04,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2
,05,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2
,06,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2
,07,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2
,08,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2
,09,2,2,2,2,2,2,2,2,1,2,2,1,3,3,2
,10,2,2,2,2,2,2,2,2,1,2,2,2,3,3,3
,11,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3
,12,2,2,3,2,3,2,2,2,2,2,2,2,4,3*,3
,13,2,2,3,2,3,2,2,2,2*,2,2*,2,4,3*,3
,14,2,2,3,2,3,2,2,2,2*,2,2*,2,4,3*,3
,15,2,2,3,2,3,2,2,2,2*,2,2*,2,4,3*,3
,16,2,2*,3,2,3,3,2,2,2,2,2*,2,4,3,3
,17,2*,2*,3,2,3,3,2,2,2,2,2,2,4,3*,3
,18,2*,3,3,2,3,3*,2,2,2,2,2,2,3,3*,3
,19,2*,3,3,2,3,3*,2,2,2,2,2,2,3,3*,4
,20,2,3,3,2,3,2,2,2,2,2,2,2,3,3,4
,21,2,3,3,2,3,2,2,2,2,2,2,2,3,3,3
,22,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,23,2,3,2,2,2,2,2,2,2,2,2,2,4,3,3
,24,2,3,2,2,2,2,2,2,2,2,2,1,4,3,3
,Daily Max,2,3,3,2,3,3,2,2,2,2,2,2,4,3,4
2014-07-16,01,2,3,2,2,2,2,2,2,2,2,2,1,4,3,3
,02,2,3,2,2,2,2,2,2,2,2,2,1,3,3,2
,03,2,3,2,2,2,2,2,2,1,2,2,1,3,2,2
,04,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2
,05,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2
,06,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2
,07,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2
,08,2,3,2,2,2,2,2,2,1,2,2,1,3,3,2
,09,2,3,2,2,2,2,2,2,2,2,2,1,3,3,3
,10,2,3,2,3,2,2,2,2,2,2,2,2,4,4,3
,11,2,3,2,3,3,3,2,3,2,2,2,2,4,4*,3
,12,2,2,3,3,3,3,3,3,2,3,2,2,4,3*,3
,13,3,2,3,3,3,3,3,3,2,3,3,2,3,3*,3
,14,3,3,3,3,3,3,3,3,2,3*,3,3,3,3*,4*
,15,3,3,3,3,3,3,3,3,2,3*,3,3,3,3*,4*
,16,3,3,3*,3,3,3,3,3,2,3*,3,3,3,3*,4
