ENVIRONMENTAL PROTECTION DEPARTMENT HONG KONG SPECIAL ADMINISTRATIVE REGION (CHINA) Hourly AQHI (August 2015)
Note:
1. The EPD has been reporting AQHI for individual stations on an hourly basis since 30.12.2013
2. Empty cells mean that AQHI data are not available for that period.
3. The AQHI information is based on raw data taken directly from EPD's Air Quality Monitoring Network.
"4. In case of station or equipment suspension due to maintenance, the data collection for calculation of AQHI at station will be affected, the data of a most similar station will then be adopted. Such AQHI will be marked with an asterisk (*)."
			
Date,Hour,Central/Western,Eastern,Kwun Tong,Sham Shui Po,Kwai Chung,Tsuen Wan,Yuen Long,Tuen Mun,Tung Chung,Tai Po,Sha Tin,Tap Mun,Causeway Bay,Central,Mong Kok
2015-08-01,01,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3
,02,2,2,2,2,2,2,2,2,1,2,2,1,3,2,2
,03,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2
,04,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2
,05,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2
,06,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2
,07,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2
,08,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2
,09,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2
,10,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
,11,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,12,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3
,13,2,2,2,3,3,3,2,2,2,2,2,2,3,3,3
,14,2,2,3,3,3,3,2,3,2,2,2,2,3,3,3
,15,2,3,3,3,3,3,2,3,2,2,2,2,3,3,3
,16,2,2,3,3,3,2,2,2,2,2,2,2,3,2,3
,17,2,2,3,3,3,2,2,2,2,2,2,2,3,2,4
,18,2,2,3,3,3,2,2,2,2,2,2,2,3,3,4
,19,2,2,2,3,3,2,2,2,2,2,2,2,3,3,4
,20,2,2,2,3,3,2,2,2,2,2,2,2,3,3,3
,21,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3
,22,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,23,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,24,1,2,2,2,2,2,2,2,1,2,2,1,3,2,2
,Daily Max,2,3,3,3,3,3,2,3,2,2,2,2,3,3,4
2015-08-02,01,1,2,2,2,2,2,2,2,1,2,2,1,3,2,2
,02,1,2,2,2,2,1,1,2,1,1,2,1,2,2,2
,03,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2
,04,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1
,05,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1
,06,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1
,07,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2
,08,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2
,09,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2
,10,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2
,11,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,13,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2
,14,2,2,3,2,3,2,2,2,2,2,2,2,3,3,3
,15,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3
,16,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3
,17,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3
,18,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3
,19,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3
,20,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3
,21,2,3,3,3,3,2,2,2,2,2,2,2,3,3,3
,22,2,3,3,3,3,2,2,2,2,2,2,2,3,3,3
,23,2,3,3,3,3,2,2,2,2,2,2,2,3,3,3
,24,2,3,3,3,3,2,2,2,2,2,2,2,3,2,3
,Daily Max,2,3,3,3,3,3,2,2,2,2,2,2,3,3,3
2015-08-03,01,2,2,3,2,3,2,2,2,2,2,2,1,3,2,3
,02,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,03,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,04,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2
,05,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2
,06,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2
,07,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2
,08,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2
,09,2,2,2,2,2,2,2,2,1,2,2,1,3,3,2
,10,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,11,2,2,2,2,3,2,2,2,2,2*,2,2,4,3,2
,12,2,2,3,3,3,2,2,2,2,2*,2,2,3,3,3
,13,2,2,3,3,3*,2,2,2,2,3,2,2,4,3,3
,14,2,3,3,3*,3*,3,3,2,2,3,3,2,4,3,3
,15,3,3,3,3*,3*,3,3,3,2,3,3,2,4,3,3
,16,3,3,3,3*,3*,3*,3,3,2,3,3,2,4,3,3
,17,3,3,3,3*,3*,3*,3,3,2,3,3,3,4,3,4
,18,2,3,3,3*,3,3*,3,3*,2,3,3,3,4,3,4
,19,2,3,3,3,4,3*,3,3*,2,3,3,2,5,3,4
,20,2,2,3,3,4,3,3,3*,2,3,3,2,5,3,4
,21,2,2,3,3,4,3,3,3,2,3,3,2,5,3,4
,22,3,2,3,3,4,2,2,3,2,3,3,2,5,3,4
,23,3,2,3,3,4,2,2,3,2,2,3,2,5,3,4
,24,3,2,3,3,3,2,2,3,2,2,3,2,4,3,4
,Daily Max,3,3,3,3,4,3,3,3,2,3,3,3,5,3,4
2015-08-04,01,3,2,3,3,3,2,2,3,2,2,3,2,4,3,4
,02,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3
,03,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2
,04,2,2,2,3,3,2,2,2,2,2,2,1,2,2,2
,05,2,2,2,2,2,2,2,2,1,2,2,1,2,3,2
,06,2,2,2,2,2,2,2,2,1,2,2,1,2,3,2
,07,2,2,2,2,2,2,2,2,1,2,2,1,3,3,2
,08,2,2,3,2,2,2,2,2,1,2,2,1,3,3,3
,09,2,2,3,2,3,2,2,2,2,2,2,2,4,3,3
,10,2,2,3,3,3,2,2,2,2,2,2,2,4,4,3
,11,2,3,3,3,3,2,2,2,2,2,2,2,3,4,3
,12,2,3,3,3,3,3,2,2,2,3,3,2,3,4,3
,13,2,3*,3,3*,4,3,3,3,2,3*,3,3,3,4,4
,14,3,3*,4,3*,4,3*,3,3,2,3*,3,3,4,4,4
,15,3,3*,4,3,4,3*,3,3,3,3*,3,3,4,4,4
,16,3,3*,4,3,4,3*,3,3,3,3,3,3,5,4,4
,17,3,3*,4,3,4,3*,3,3,3,3,3,3,5,4,4
,18,3,3*,3,3,4,3*,3,3,3,3,3,3,5,4,4
,19,3,3,4,3,4,3,3,3,3,3,3,3,5,4,4
,20,3,3,4,3,4,3,3,3,3,3,3,3,6,4,4
,21,3,2,4,3,3,3,3,3,2,3,3,3,5,4,4
,22,3,2,3,3,3,3,2,3,2,3,3,3,5,4,4
,23,3,2,3,3,3,2,2,2,2,3,3,2,5,3,4
,24,3,2,3,3,3,2,2,2,2,3,3,2,5,3,4
,Daily Max,3,3,4,3,4,3,3,3,3,3,3,3,6,4,4
2015-08-05,01,3,2,3,3,3,2,2,2,2,3,3,2,4,3,3
,02,2,2,3,3,3,2,2,2,2,3,3,2,3,3,3
,03,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3
,04,2,2,3,3,3,2,2,2,2,2,2,2,3,3,2
,05,2,2,2,3,3,2,2,2,2,2,2,2,3,3,2
,06,2,2,3,2,2,2,2,2,1,2,2,2,3,3,2
,07,2,2,3,2,3,2,2,2,1,2,2,1,3,3,2
,08,2,2,3,2,3,2,2,2,1,2,2,2,3,3,3
,09,2,2,3,2,3,2,2,2,2,2,2,2,4,3,3
,10,2,2,3,2,3,2,2,2,2,2,2,2,5,4,3
,11,2,2,3,2,3,2,2,2,2,2,2,2,5,4,3
,12,2,3*,4,3,3,3,2,3,2,3,2,3,5,4,3
,13,2,3*,4,3,3,3,3,3,2,3,3,3*,5,4,4
,14,3,3*,4,3,3,3,3,3,3,3,3,3*,5,4,4
,15,3,3*,4,3,4,3,3,3,3,3,3,3,5,4,4
,16,3,3*,4,3,4,3,4,4,4,4,3,3,5,4,4
,17,3,3*,4,3,4,3,4,4,4,4,4,3,4,4,4
,18,3,3,4,3,4,3,4,4,4,4,4,3,4*,5,4
,19,3,3,5,3,4,3,3,4,3,3,3,3,5*,4,4
,20,3,3,4,3,4,3,3,4,3,3,3,3,5*,4,4
,21,3,3,4,3,3,3,3,3,3,3,3,3,5*,3,4
,22,3,2,3,3,3,2,2,3,3,3,3,2,5*,3,4
,23,3,2,3,3,3,2,2,2,3,3,3,2,4*,3,4
,24,3,2,3,3,3,2,2,2,2,3,2,2,4,3,4
,Daily Max,3,3,5,3,4,3,4,4,4,4,4,3,5,5,4
2015-08-06,01,2,2,3,3,3,2,2,2,2,3,2,2,4,2,3
,02,2,2,3,3,3,2,2,2,2,2,2,2,3,2,3
,03,2,2,2,3,3,2,2,2,2,2,2,1,2,2,2
,04,2,2,2,3,3,2,2,2,2,2,2,1,2,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2
,08,2,2,2,2,2,2,2,2,1,2,2,1,3,3,2
,09,2,2,3,2,3,2,2,2,2,2,2,2,4,4,3
,10,2,2,3,2,3,2,2,2,2,2,2,2,5,4,3
,11,2,2,3,2,3,2,2,2,2,2,2,2,5,4,3
,12,2,2,3,3,3*,2,2,2,2,2,2,3,5,4,4
,13,2,2,3,3,3*,3,3,3,2,3,3,4,5,4,4
,14,3,3,4,3,3*,3,4,3,2,3,3,5,5,4,4
,15,3,3,4,3,4*,3,5,4,3,4,3,6,5,4,4
,16,3,3,4,3,4,3,6,5,3,5,3,5,5,4,4
,17,4,3,4,4,4,4,6,4,3,5,4,5,5,4,5
,18,4,3,4,4,5,4*,5,4,3,4,4,4,5,4,5
,19,4,3,5,4,5,4*,4,3,3,4,4,4,6,5,5
,20,4,3,5,4,4,4*,3,3,3,4,4,3,6,5,5
,21,4,3,5,3,4,3,3,3,3,4,4,3,6,4,4
,22,3,3,4,3,4,3,3,3,3,4,3,2,6,4,4
,23,3,3,4,3,3,3,3,3,3,4,3,2,6,4,3
,24,3,3,4,3,3,3,2,3,3,4,3,2,5,4,3
,Daily Max,4,3,5,4,5,4,6,5,3,5,4,6,6,5,5
2015-08-07,01,3,3,4,3,3,2,2,3,3,3,3,2,5,4,3
,02,2,3,3,3,3,2,2,3,3,3,3,2,4,4,3
,03,2,3,3,2,3,2,2,2,3,3,2,2,3,3,2
,04,2,2,3,2,3,2,2,2,2,3,2,2,3,3,2
,05,2,2,3,2,2,2,2,2,2,3,2,2,3,3,2
,06,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,07,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2
,08,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3
,09,2,2,3,3,3,2,2,2,2,2,2,2,4,3,3
,10,2,3,4,3,3,3,3,3,3,3,3,3,5,4,4
,11,3,3,4,4,4,4,4,5,4,4,4,3,6,5,4
,12,5,4,5,5,6,5,6,7,6,6,5,5,7,6,6*
,13,7,6,7,7,8,8,9,10,8,8,8,8,8,8,8*
,14,10,8,10,10,10,10,10+,10+,10,10,9,10,10+*,10,10*
,15,10+,10,10+,10+,10+,10+,10+,10+,10+,10,10,10+,10+*,10+,10+*
,16,10+,10+,10+,10+,10+,10+,10+,10+,10+,10+,10+,10,10+*,10+,10+
,17,10+,10+,10+,10+,10+,10+,10+,10+,10+,10+,10+,9,10+*,10+,10+
,18,10+,10+,10+,10+,10+,10+,10+,10+,10,10+,10+,9,10+,10+,10+
,19,10,10+,10+,10+,10+,10+,9,10,9,9,10+,9,10+,10+,10+
,20,9,9,10+,10,10,9,8,9,8,7,9,8,10+,10,10+
,21,8,8,10+,9,9,7,7,8,8,5,7,6,10+,10,10+
,22,8,7,10,9,8,5,6,8,6,5,6,4,10,9,10
,23,7,7,9,8,7,4,6,7,6,4,5,4,10,9,10
,24,7,6,9,8,7,4,5,6,5,4,4,4,9,9,9
,Daily Max,10+,10+,10+,10+,10+,10+,10+,10+,10+,10+,10+,10+,10+,10+,10+
2015-08-08,01,6,6,8,8,6,4,5,6,5,4,4,4,9,8,9
,02,6,6,8,7,6,4,4,5,5,4,4,4,8,7,8
,03,5,5,7,6,5,4,4,5,4,4,4,4,6,6,7
,04,5,5,6,5,5,4,4,5,4,4,4,4,5,5,6
,05,5,4,5,5,4,4,4,5,4,4,4,4,5,5,5
,06,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5
,07,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4
,08,4,4,5,4,4,4,4,4,3,4,4,4,5,5,4
,09,4,4,5,4,5,4,4,4,4,4,4,4,6,6,5
,10,4,4,5,5,5,5,5,5,4,5,4,4,6,6,5
,11,5,4,6,5,6,5,5,6,5,5,5,5,7,7,6
,12,6,5,7,6,6,6,6,7,6,7,6,6,8,8,6
,13,8,7,8,7,8,7,8,9,8,7,7,7,9,9,7
,14,9,8,9,8,8,8,8,9,8,7,8,7,10,9,8
,15,9,9,9,8,9,8,8,9,8,7,8,7,10,10,8
