ENVIRONMENTAL PROTECTION DEPARTMENT HONG KONG SPECIAL ADMINISTRATIVE REGION (CHINA) Hourly AQHI (June 2014)
Note:
1. The EPD has been reporting AQHI for individual stations on an hourly basis since 30.12.2013
2. Empty cells mean that AQHI data are not available for that period.
3. The AQHI information is based on raw data taken directly from EPD's Air Quality Monitoring Network.
"4. In case of station or equipment suspension due to maintenance, the data collection for calculation of AQHI at station will be affected, the data of a most similar station will then be adopted. Such AQHI will be marked with an asterisk (*)."
			
Date,Hour,Central/Western,Eastern,Kwun Tong,Sham Shui Po,Kwai Chung,Tsuen Wan,Yuen Long,Tuen Mun,Tung Chung,Tai Po,Sha Tin,Tap Mun,Causeway Bay,Central,Mong Kok
,06,2,2,2,2,2,2*,2,2,2,2,2,1,2,2,2
,07,2,2,2,2,2,2*,2,2,1,2,2,1,2,2,2
,08,2,2,2,2,2,2*,2,2,2,2,2,1,2,2,2
,09,2,2,2,2,2,2*,2,2,2,2,2,1,3,2,2
,10,2,2,2,2,2,2*,2,2,2,2,2,2,3,2,2
,11,2,2,2,2,2,2*,2,2,2,2,2,2,3,3,3
,12,2,2,3,2,3,2*,3,2,2,3,2,2,3,3,3
,13,2,2,3,3,3,2*,3,3,2,3,3,3,3,3,3
,14,2,2,3,3,3,3*,3,3,2,3,3,3,3,3,3
,15,2,2,3,3,3,2*,4,3,2,3,3,3,3,3,3
,16,2,2,3,2,3,2*,4,3,2,3,3,3,3,3,3
,17,2,2,3,2,2,2*,3,3,2,3,2,3,3,3,3
,18,2,2,3,2,2,2*,3,2,2,2,2,3,4,3,3
,19,2,2,3,2,2,2*,3,2,2,2,2,2,4,2,3
,20,2,2,2,2,2,2*,2,2,2,2,2,2,3,3,3
,21,2,2,2,2,2,2*,2,2,2,2,2,2,3,3,3
,22,2,2,2,2,3,2*,2,2,2,2,2,2,3,2,3
,23,2,2,2,2,3,2*,2,2,2,2,2,2,3,2,3
,24,2,2,2,2,3,2*,2,2,2,2,2,2,3,2,3
,Daily Max,2,2,3,3,3,3,4,3,2,3,3,3,4,3,3
2014-06-03,01,2,2,2,2,2,2*,2,2,2,2,2,2,3,2,3
,02,2,2,2,2,2,2*,2,2,2,2,2,2,2,2,2
,03,2,2,2,2,2,2*,2,2,2,2,2,1,2,2,2
,04,2,2,2,2,2,2*,2,2,2,2,2,1,2,2,2
,05,2,2,2,2,2,2*,2,2,2,2,2,1,2,2,2
,06,2,2,2,2,2,2*,2,2,2,2,2,1,2,2,2
,07,2,2,2,2,2,2*,2,2,2,2,2,1,2,2,2
,08,2,2,2,2,3,2*,2,2,2,2,2,1,3,2,2
,09,2,2,2,2,2,2*,2,2,2,2,2,1,3,3,3
,10,2,2,3,2,3,2*,2,2,2,2,2,2,3,3,3
,11,2,2,3,2,3,2*,2,2,2,2,2,2,3,3,3
,12,2,2,3,2,3,2*,2,2,2,2,2,2,3,3,3*
,13,2,2,3,2,3,2*,2,2,2,3,2,2,3,3,3*
,14,2,2,3,2,3,2*,3,3,2,3,2,2,3,3,3*
,15,2,2,3,2,3,2*,3,3,2,3,2,2,3,3,3*
,16,2,2,3,2,3,2*,3,2,2,3,2,2,4,4,4*
,17,2,2,3,2,3,2*,3,2,2,3,2,2,4,4,4*
,18,2,2,3,2,3,2*,2,2,2*,3,2,2,4,4,4
,19,2,2,3,2,3,2*,3,3,2*,3,2,2,4,4,4
,20,2,2,3,2,3,2*,3,3,3*,3,2,3,4,4,4
,21,2,2,3,2,3,2*,3,3,2,4,3,3,4,3,4
,22,2,2,3,2,3,2*,3,3,2,4,3,2,4,3,3
,23,2,2,3,2,3,2*,3,3,2,3,2,2,3,3,3
,24,2,2,2,2,3,2*,3,3,2,3,2,2,3,2,3
,Daily Max,2,2,3,2,3,2,3,3,3,4,3,3,4,4,4
2014-06-04,01,2,2,2,2,2,2*,2,3,2,3,2,2,3,2,3
,02,2,2,2,2,2,2*,2,2,2,3,2,2,3,2,3
,03,2,2,2,2,2,2*,2,2,2,2,2,1,2,2,2
,04,2,2,2,2,2,2*,2,2,2,2,2,1,2,2,2
,05,2,2,2,2,2,2*,2,2,1,2,2,1,2,2,2
,06,2,2,2,2,2,1*,2,2,2,2,2,1,2,2,2
,07,2,2,2,2,2,1*,2,2,2,2,2,1,2,2,2
,08,2,2,2,2,2,2*,2,2,2,2,2,2,2,3,2
,09,2,2,2,2,2,2*,2,2,2,2,2,2,3,3,2
,10,2,2,3,2,3,2*,2,2,2,3,2,2,3,4,3
,11,2,2,3,2,3,2*,2,2,2,3,2,3,3,4,3
,12,2,2,3,2,3,2*,2,2,2,3,2,3,3,3*,3
,13,2,2,3,2,2*,2*,2,2,2,3,2,4,3,3*,3
,14,2,2,3,2*,2*,2*,2,2,2,3,2,4,3,3*,3
,15,2,2,3,2*,2*,2*,3,2,2,3,2,4,3,3,3
,16,2,2*,3,3,2*,2*,3,2,2,3,2,3,3,3,3
,17,2,2*,3,2,3,2*,3,2,2,3,2,2,3,3,3
,18,2,2*,3,2,3,2*,2,2,2,2,2,2,4,3,3
,19,2,2*,3,2,3,2*,2,2,2,2,2,2,4,3,3*
,20,2,2*,3,2,3,2*,2,2,2,2,2,2,4,3,3*
,21,2,2*,3,2,3,2*,2,2,2,2,2,2,3,3,3
,22,2,2*,3,2,3,2*,2,2,2,2,2,2,3,2,3
,23,2,2*,2,2,2,2*,2,2,2,2,2,1,3,2,3
,24,2,2*,2,2,2,2*,2,2,2,2,2,1,3,2,3
,Daily Max,2,2,3,3,3,2,3,3,2,3,2,4,4,4,3
2014-06-05,01,2,2*,2,2,2,2*,2,2,2,2,2,1,3,2,3
,02,2,2*,2,2,2,2*,2,2,2,2,2,1,2,2,2
,03,2,2*,2,2,2,2*,2,2,2,2,2,1,2,2,2
,04,2,2*,2,2,2,2*,2,2,2,2,2,1,2,2,2
,05,2,2*,2,2,2,2*,2,2,2,2,2,1*,2,2,2
,06,2,2*,2,2,3,2*,2,2,2,2,2,1*,2,2,2
,07,2,2*,2,2,3,2*,2,2,2,2,2,1,2,2,2
,08,2,2*,2,2,3,2*,2,2,2,2,2,1,2,2,2
,09,2,2*,2,2,3,2*,2,2,2,2,2,1,2,2,2
,10,2,2*,3,2,3,2*,2,2,2,2,2,2,3,3,3
,11,2,2*,3,2,3,2*,2,2,2,2,2,2,3,3,3
,12,2,2*,3,2,2*,2*,2,2,2,2,2,2,3,3,3
,13,2,2*,3,2,2*,2*,2,2,2,2,2,2*,3,3,3
,14,2,2*,3,2,3,2*,2,2,2,2,2,2*,4,3,3
,15,2,2*,3*,2,3,2*,2,2,2,2,2,2*,4,3,3
,16,2,2*,3*,2,3,2*,2,2,2*,2,2,2*,4,3,3
,17,2,3,3*,2,3*,2*,2,2,2*,2,2,1*,4,3,3
,18,2,2,3,2,3*,2*,2,3,2*,2,2,2,4,3,3
,19,2,2,3,2,3*,2*,2,2,2,2,2,2,5,3,3
,20,2,2,3,2,3,2*,2,2,2,2,2,2*,5,4,3
,21,2,2,3,2,3,2*,2,3,2,2,2,2*,6,4,3
,22,2,2*,3,2,3,2*,2,3,2,2,2,1*,5,3,3
,23,2,2*,3,2,3,2*,2,3,2,2,2,1*,4,3,3
,24,2,2,3,2,3,2*,2,3,2,2,2,1*,4,3,3
,Daily Max,2,3,3,2,3,2,2,3,2,2,2,2,6,4,3
2014-06-06,01,2,2,3,2,3,2*,2,2,2,2,2,1*,4,2,3
,02,2,2,2,2,3,2*,2,2,2,2,2,1*,3,2,2
,03,2,2,2,2,3,2*,2,2,2,2,2,1*,2,2,2
,04,2,2,2,2,3,2*,2,2,2,2,2,2*,2,2,2
,05,2,2,2,2,3,2*,2,2,2,2,2,2*,2,2,2
,06,2,2,2,2,2,2*,2,2,2,2,2,2*,2,2,2
,07,2,2,2,2,2,2*,2,2,2,2,2,1*,2,2,2
,08,2,2,2,2,2,2*,2,2,2,2,2,2*,3,3,3
,09,2,2,3,2,2,2*,2,2,2,2,2,2*,3,4,3
,10,3,2,3,2,3,2*,2,2,2,2,2,2*,4,4,3
,11,3,2,3,2,3,2*,2,3,2,2,2,2*,4,5,3
,12,2,2,3,2,3,2*,2,3,2,2,2,2*,4,5,3
,13,2*,2,3,2,3,2*,2,3,2,2,2,2*,4,4,3
,14,2*,3,3,3,3*,,2,3,2,3,2,2*,4,4,3
,15,2*,3,3*,3,3*,3*,3,3,3,3,3,2*,5,4,4
,16,3*,3,3*,3,3*,3*,3,3,2,3,3,3*,7,5,4
,17,3*,3,4,3,4,3*,3,3,3*,3,3,2*,7,5,4
,18,3,3,4,4,4,3*,3,4,3*,3,3,2*,6,5,5
,19,3,3,4,4,4,3*,3,4,3,3,3,2*,6,5,6
,20,3,3,4,5,4,3*,3,4,3,3,3,2*,7,6,6
,21,3,3,3,5,4,3*,3,4,3,3,3,2*,7,6,6
,22,4,3,3,4,4,3*,3,4,3,3,3,2*,7,6,5
,23,4,3,3,4,4,3*,3,4,3,3,3,2*,6,5,4
,24,4,3,3,4,4,3*,3,4,3,3,3,2*,6,5,4
,Daily Max,4,3,4,5,4,3,3,4,3,3,3,3,7,6,6
2014-06-07,01,4,3,3,4,3,3*,3,3,3,3,3,2*,6,5,4
,02,4,3,3,4,3,3*,3,3,2,3,3,2*,4,5,4
,03,3,3,3,4,3,3*,3,3,2,2,3,2*,4,5,4
,04,3,3,3,3,3,3*,3,3,2,2,3,2*,4,4,3
,05,3,3,3,3,3,2*,3,3,2,2,3,2*,4,3,3
,06,3,3,3,3,3,2*,3,3,2,2,3,2*,3,3,3
,07,3,3,3,3,3,2*,2,3,2,2,3,2*,4,3,3
,08,3,3,3,3,3,2*,2,3,2,2,3,2*,4,4,3
,09,3,3,3,3,3,3*,3,3,2,3,3,2*,5,4,4
,10,3,3,4,3,3,3*,3,3,3,3,3,2*,6,5,4
,11,3,3,4,3,3,3*,3,3,3,3,3,3*,6,6,4
,12,3,3,4,3,3,3*,3,3,3,3,3,3*,6,5,4
,13,3,3,4,4,3,3*,3,3,3,3,3,3*,5,5,4
,14,3,3,4,4,4,3*,3,3,3,3,3,3*,5,4,4
,15,3,3,4,3,4,3*,3,3,3,3,3,3*,7,4,4
,16,3,3,3,3,4,3*,3,4,3,4,3,4*,7,4,4
,17,3,3,3,3,4,3*,3,3,3,3,3,4*,8,4,5
,18,3,3,3,4,4,3*,3,4,3,3,4,4*,8,4,5
,19,3,3,4,3,4,3*,3,4,3,4,4,4*,8,4,5
,20,3,3,4,3,4,3*,3,4,3,4,4,3*,6,4,5
,21,3,3,4,3,4,3*,3,3,3,4,3,3*,5,4,4
,22,3,3,3,4,4,3*,3,3,3,3,3,2*,5,4,4
,23,3,3,3,4,4,3*,3,3,3,3,3,2*,6,4,4
,24,3,3,3,3,3,3*,3,3,3,3,3,2*,6,4,4
,Daily Max,4,3,4,4,4,3,3,4,3,4,4,4,8,6,5
2014-06-08,01,3,3,3,3,3,3*,3,3,3,3,3,2*,6,4,4
,02,3,3,3,4,3,3*,2,3,2,3,3,2*,5,4,4
,03,3,3,3,4,3,3*,2,3,2,3,3,2*,4,3,4
,04,3,3,3,3,3,3*,2,3,2,3,3,2*,3,3,3
,05,3,3,3,3,3,3*,2,3,2,3,3,2*,3,3,3
,06,3,3,3,3,3,3*,3,4,2,3,2,2*,3,3,3
,07,3,3,4,3,3,3*,3,4,2,3,2,3*,4,3,3
,08,3,3,4,3,3,3*,4,4,3,3,3,3*,4,4,4
,09,3,4,4,3,4,4*,4,4,4,4,3,4*,5,4,4
,10,4,4,4,4,4,4*,5,5,6,5,4,5*,6,5,5
,11,5,5,5,5,5,5*,6,6,8,6,6,6*,7,6,6
,12,7,5,6,6,6,6*,7,7,9,6,6,7*,7,7,7
,13,8,6,7,8,8,8*,8,8,10+,6,7,7*,8,8,9
,14,9,7,8,10,10,10*,10,9,10+,7,8,7*,10,9,9
,15,10,8,8,10,10+,10+*,10+,10,10+,7,8,7*,10+,10,9
,16,10+,8,8,10,10+,10+*,10+,10+,10+,8,9,7*,10+,10,9
,17,10+,9,9,9,10+,10+*,10+,10+,10+,9,10,8*,10+,10,9
,18,10+,10,10,10+,10+,10+*,10+,10+,10+,9,10+,9*,10+,10+,10+
,19,10+,10+,10+,10+,10+,10+*,10+,10+,10+,9,10+,9*,10+,10+,10+
,20,10+,10+,10+,10+,10+,10+*,10+,10+,10+,8,10+,8*,10+,10+,10+
,21,10+,10+,10+,10+,10+,10+*,10+,10,10,7,10+,6*,10+,10+,10+
,22,9,10+,10,10,10,10*,10,9,9,6,9,5*,10+,10,10+
,23,7,8,7,8,8,8*,8,8,7,5,7,4*,8,8,9
,24,5,5,4,6,5,5*,6,6,6,4,5,4*,6,5,6
,Daily Max,10+,10+,10+,10+,10+,10+,10+,10+,10+,9,10+,9,10+,10+,10+
2014-06-09,01,4,4,3,4,4,4*,4,5,5,3,4,3*,4,4,4
,02,3,3,3,3,3,3*,3,4,4,3,3,3*,3,3,3
,03,3,3,3,3,3,3*,3,3,3,3,3,3*,3,3,3
,04,3,3,3,3,3,3*,3,3,3,3,3,3*,3,3,3
,05,3,3,3,3,3,3*,3,3,3,3,3,3*,3,3,3
,06,3,3,3,3,3,3*,3,3,3,3,3,3*,3,3,3
,07,3,3,3,3,3,3*,3,3,3,3,3,3*,3,3,3
,08,3,3,3,3,3,3*,3,3,3,3,3,3*,3,3,3
,09,3,3,3,3,3,3*,3,3,3,3,3,3*,4,3,3
,10,3,3,3,3,3,3*,3,3,3,3,3,3*,4,4,4
,11,3,3,3,3,3,3*,3,3,3,3,3,3*,4,4*,4
,12,3,3,4,3,3,3*,4,4,3,3,3,3*,4,4*,5*
,13,3,4,4,3,4,3*,4,4,3,3,3,3*,4,4,5*
,14,4,4,4,3,3*,3*,4,4,4,3,3,3*,5,4,5*
,15,4,4,4,4,4*,4*,4,4,4,4,4,3*,5,4,5*
,16,4,4,4,4,4*,4*,4,4,4,4,4,3*,5,4,5
,17,4,4,4,4,4*,4*,4,4,5*,4,4,4*,5,5,5
,18,4,4,4,4,4*,4*,4,4,4*,4,4,4*,5,5,6
,19,4,4,4,4,4*,4*,4,4,4*,4,4,4*,5,5,5
,20,4,4,4,4,4*,4*,4,4,4,4,4,4*,5,5,5
,21,4,4,4,4,4,4*,4,4,4,4,4,4*,5,5,5
,22,4,4,4,4,4,4*,3,4,4,4,4,4*,5,4,5
,23,4,4,4,4,4,4*,3,4,4,4,4,4*,5,4,5
,24,4,4,4,4,4,4*,3,4,4,4,4,4*,4,4,4
,Daily Max,4,4,4,4,4,4,4,5,5,4,4,4,5,5,6
2014-06-10,01,4,3,3,3,4,3*,3,3,3,4,4,4*,4,4,4
,02,3,3,3,3,3,3*,3,3,3,3,4,4*,4,3,4
,03,3,3,3,3,3,3*,3,3,3,3,3,3*,3,3,3
,04,3,3,3,3,3,3*,3,3,3,3,3,3*,3,3,3
,05,3,3,3,3,3,3*,3,3,3,3,3,3*,3,3,3
,06,3,3,3,3,3,3*,3,3,3,3,3,3*,3,3,3
,07,3,3,3,3,3,3*,3,3,3,3,3,3*,3,3,3
,08,3,3,3,3,3,3*,3,3,3,3,3,3*,3,3,3
,09,3,3,3,3,3,3*,3,3,3,3,3,3*,3,3,3
,10,3,3,3,3,3,3*,3,3,3,3,3,3*,4,4,3
,11,3,3,3,3,3,3*,3,3,3,3,3,3*,4,4,4
,12,3,3*,3,3,3,3*,3,3,3,3,3,4*,4,4,4
,13,4,4*,4,4,4,3*,3,3,3*,4,4,4*,4,4,4
,14,4,4*,5,5,4,4*,4,4,4*,4,4,5*,5,5,5
,15,5,5*,5,5,5,5*,4,4,4*,4,5,5*,5,5,5
,16,5,6,5,5,5,5*,4,5,4*,5,5,5*,5,6,6
,17,5,6,6,6,5,5*,5,5,4*,5,5,5*,6,6,6
,18,5,6,6,6,6,5*,5,5,5,5,5,5*,6,6,6
,19,5,6,6,6,6,5*,5,5,5,5,5,5*,7,6,6
,20,5,5,6,6,6,5*,5,5,5,5,5,6*,6,6,6
,21,5,5,5,5,5,5*,5,5,4,5,5,5*,6,5,6
,22,4,4,4,5,5,5*,5,5,4,5,5,5*,5,5,5
,23,4,4*,4,4,4,4*,4,4,4,5,4,4*,5,4,4
,24,3,4*,4,4,4,4*,4,4,3,4,4,3*,4,4,4
,Daily Max,5,6,6,6,6,5,5,5,5,5,5,6,7,6,6
2014-06-11,01,3,3*,4,4,4,3*,4,4,3,4,4,3*,4,4,4
,02,4,4*,4,4,4,3*,4,4,3,4,4,3*,4,4,4
,03,4,4*,4,4,4,3*,3,4,3,4,4,3*,4,4,4
,04,4,4*,4,4,4,3*,3,4,3,4,4,4*,4,4,4
,05,4,3*,4,4,4,3*,3,4,3,3,4,4*,3,3,3
,06,3,3*,4,4,3,3*,3,4,3,3,3,4*,3,3,3
,07,3,3,3,3,3,3*,3,4,3,3,3,3*,3,3,3
,08,3,3,3,3,3,3*,3,3,3,3,3,3*,3,3,3
,09,3,3,3,3,3,3*,3,3,3,3,3,3*,4,3,4
,10,3,3,3,3,3,3*,3,3,3,3,3,3*,4,3,4
,11,3,3,3,3,3,3*,3,3,3,3,3*,3*,4,3,4
,12,3,3,3,3,3,3*,3,3,3,3,3*,3*,4*,3,4
,13,3,3,3,3,3,3*,3,3,3,3,3*,3*,4*,4*,4
,14,3,3,3,4,3,3*,3,3,3*,3,3*,4*,4*,4*,4
,15,3,3,3,4,3,3*,3,3,3*,3,3*,4*,4,4,4
,16,3,3,3,4,4,3*,3,3,3*,3,3,4*,4,3,4
,17,3,3,3,4,4,3*,3,3,3*,3,3,4*,4,4,4
,18,3,4,4,4,4,4*,4,4,3*,4,4,4*,4,4,4
,19,4,4,4,4,4,4*,4,4,4*,4,4,4*,4,4,5
,20,4,4,4,4,4,4*,4,4,3,4,4,4*,5,4,5
,21,4,4,4,4,4,4*,4,4,3,4,4,4*,5,4,5
,22,4,4,4,4,4,4*,3,4,3,4,4,4*,5,4,4
,23,4,4,4,4,4,4*,3,4,3,4,4,4*,5,4,4
,24,4,4,4,4,4,4*,3,4,3,4,4,4*,5,4,4
,Daily Max,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5
2014-06-12,01,4,4,4,4,4,4*,3,4,4,4,4,4*,5,4,4
,02,4,4,4,4,4,4*,4,4,4,4,4,4*,4,4,4
,03,4,4,4,4,4,4*,4,4,4,4,4,4*,4,4,4
,04,4,4,4,4,4,4*,4,4,4,4,4,4*,4,4,4
,05,4,4,4,4,4,4*,4,4,4,4,4,4*,4,3,4
,06,4,3,4,4,4,4*,4,4,4,4,4,4*,3,3,3
,07,3,3,4,4,4,3*,4,4,3,4,4,4*,3,3,3
,08,3,3,4,4,4,3*,4,4,3,4,4,4*,4,4,4
,09,4,4,4,4,4,4*,4,4,3,4,4,4*,4,4,4
,10,4,4,4,4,4,4*,4,4,4,4,4,4*,4,5,4
,11,4,4,4,5,5,4*,4,4,4,4,4,4*,5,5*,5
,12,5,5,4,5,5,5*,5,5,4,5*,5,4*,5,6*,5
,13,5,5,5,5*,5,5*,5,5,5,5*,5,5*,6,6*,6
,14,5,5,5,5*,6,5*,6,6,5,5,5,5*,6,6,6
,15,6,5,6,6*,6,6*,7,6,6,6,6,6*,6,6,6
,16,6,6,6,6*,6,6*,8,7,6,6,6,6*,6,7,6
,17,6,6,6,7*,7,6*,8,7,7,6,7,6*,6,7,7
,18,6,6,6,7*,7,6*,7,7,7,6,7,6*,6,7,7
,19,6,6,6,6*,7,6*,7,7,7,6,6,6*,6,6,7
,20,6,6,6,6*,6,6*,6,7,7,6,6,6*,6,6,7
,21,6,6,6,6,6,5*,6,6,6,5,6,6*,6,6,7
,22,6,6,6,6,6,5*,6,6,6,5,6,6*,6,6,7
,23,6,6,6,6,6,5*,5,6,6,5,6,7*,7,6,7
,24,6,6,6,6,6,6*,6,6,6,5,6,6*,7,6,7
,Daily Max,6,6,6,7,7,6,8,7,7,6,7,7,7,7,7
2014-06-13,01,6,6,6,6,6,6*,6,6,6,5,6,6*,7,6,7
,02,6,6,6,6,6,6*,6,6,6,5,6,5*,6,6,6
,03,6,6,6,6,6,5*,5,6,5,5,5,4*,6,6,6
,04,6,6,6,6,6,5*,4,5,5,5,5,4*,6,6,6
,05,6,6,6,6,6,5*,4,5,5,5,4,4*,6,6,6
,06,6,6,6,6,6,5*,4,5,5,4,4,4*,6,5,6
,07,6,6,6,6,6,6*,4,5,5,4,4,3*,6,6,6
,08,6,6,6,6,6,6*,4,5,4,4,4,3*,7,6,6
,09,6,6,6,6,6,6*,5,6,5,5,5,4*,7,7,6
,10,6,6,7,6,6,6*,6,6,6,6,6,5*,8,8,7
,11,7,7,7,7,7,7*,7,7,7,6,7,7*,8,8,7
,12,7,7,7,7,8,8*,8,8,8,7,8,8*,8,8,7
,13,8,7,8,7,8,8*,9,8,8,8,8,8*,8,8,8
,14,7,7,7,7,8,8*,9,8,8,7,7,7*,7,8*,8
,15,7,7,7,7,7,7*,9,8,8,7,7,6*,8,8*,8
,16,7,6,7,7,7,7*,8*,8,8*,6,6,6*,7,7*,7
,17,6,6,6,6,6,6*,8*,8,7*,6,6,6*,7,6,6
,18,5,5,6,6,6,6*,6,7,6,5,5,5*,6,6,6
,19,5,5,5,5,5,5*,5,6,5,5,5,5*,6,6,5
,20,4,5,5,5,5,4*,5,5,5,4,5,5*,7,6,5
,21,5,5,5,5,5,5*,5,5,5,4,5,5*,6,6,6
,22,5,5,6,5,5,5*,5,5,5,5,5,5*,6,6,6
,23,5,5,6,6,5,5*,5,5,5,5,6,5*,6,5,6
,24,5,5,5,5,6,5*,5,5,5,5,5,5*,5,5,6
,Daily Max,8,7,8,7,8,8,9,8,8,8,8,8,8,8,8
2014-06-14,01,5,5,5,5,5,5*,5,5,5,5,5,5*,5,5,5
,02,5,4,5,5,5,5*,5,5,5,5,5,4*,5,5,5
,03,5,5,5,5,5,5*,5,5,5,5,5,4*,4,5,4
,04,5,5,5,5,5,5*,4,5,4,4,5,4*,4,5,4
,05,5,5,5,5,5,5*,4,4,4,4,5,4*,5,5,4
,06,5,5,5,5,5,4*,4,4,4,4,4,4*,4,5,4
,07,4,4,5,4,5,4*,4,4,3,4,4,4*,5,5,4
,08,4,4,5,4,5,4*,4,4,3,4,4,4*,5,5,4
,09,5,4,5,5,5,4*,5,5,4,4,5,5*,6,6,5
,10,5,5,5,5,5,5*,5,5,4,5,5,5*,7,7,5
,11,5,5,5,5,6,5*,6,6,5,6,6,6*,7,7,6
,12,6,5,6,6,7,6*,7*,7,7,7,7,7*,7,7,6
,13,6,6,6,6,7,7*,8*,8,8,7,7,7*,7,7,6
,14,6,6,6,7,8,7*,9*,9,10,7,8,7*,7,7,7
,15,7,6,7,8,9,8*,10+*,10,10+,7,8,7*,9,7,8
,16,9,7,8,9,10,9*,10+*,10,10+,7,8,7*,10,8,9
,17,10,8,9,10,10+,10*,10*,10,10+,7,8,6*,10+,9,10+
,18,9,7,8,9,10,10*,9,9,10+,6,8,5*,9,9,10
,19,7,6,6,7,8,8*,7,8,10,6,6,5*,7,7,8
,20,5,5,5,5,6,6*,6,7,8,5,5,4*,6,5,6
,21,4,4,4,5,5,5*,5,6,7,4,4,4*,5,4,5
,22,4,4,4,5,4,4*,4,5,5,4,4,4*,5,4,5
,23,4,4,4,4,4,4*,4,4,5,4,4,4*,6,5,5
,24,4,4*,4,4,4,4*,4,4,4,4,4,4*,7,5,5
,Daily Max,10,8,9,10,10+,10,10+,10,10+,7,8,7,10+,9,10+
2014-06-15,01,4,4*,4,4*,4,4*,4*,4,4,4,4,4*,6,5,4
,02,4,4*,4,4*,4,4*,4*,4*,4,4,4,4*,5,5,4
,03,4,4*,4,4*,4,3*,5*,5*,5,4*,4,4*,4,5,4*
,04,4,4*,4,4*,4,4*,5*,5*,5,4*,4,4*,4,5,4*
,05,4,4*,4*,4*,4,4*,5*,5*,5,3*,3*,3*,4,4,4*
,06,4,4*,4*,4*,4,4*,4*,4*,4,3*,3*,3*,4,4,4*
,07,4,4*,4*,4*,3,3*,4*,4*,4,3*,3*,2*,4,4,4*
,08,4,3*,3*,3*,3,3*,4*,4*,4,3*,3*,2*,4,4,4*
,09,3,3*,3*,3*,3,3*,3*,3*,3,3*,3*,2*,4,4,4*
,10,3,3,3,3,3,3*,3,3,3,3,3,3*,5,4,4
,11,3,3,3,3,3,3*,3,3,3,3,3,3*,5,5,4
,12,3,3,3,3,3,3*,3,3,3,3,3,3*,5,4,4
,13,3,3,3,3,3,3*,3,3,3,3,3,3*,5,4,4
,14,3,3,3,3,3,3*,4,4,3,4,3,3*,5,4,4
,15,4,3,4,3,4,4*,5,5,4,4,4,4*,6,4,5
,16,4,4,4,4,5,4*,6,6,6,5,5,4*,7,5,5
,17,5,5,5,5,6,5*,8,7,7,5,5,4*,8,6,6
,18,6,6,6,5,6,5*,9,8,9,5,5,3*,8,6,6
,19,7,6,6,6,6,6*,9,8,9,5,6,3*,8,6,7
,20,7,6,6,6,7,6*,8,8,8,4,6,3*,8,6,7
