ENVIRONMENTAL PROTECTION DEPARTMENT HONG KONG SPECIAL ADMINISTRATIVE REGION (CHINA) Hourly AQHI (September 2018)
Note:
1. The EPD has been reporting AQHI for individual stations on an hourly basis since 30.12.2013
2. Empty cells mean that AQHI data are not available for that period.
3. The AQHI information is based on raw data taken directly from EPD's Air Quality Monitoring Network.
"4. In case of station or equipment suspension due to maintenance, the data collection for calculation of AQHI at station will be affected, the data of a most similar station will then be adopted. Such AQHI will be marked with an asterisk (*)."
			
Date,Hour,Central/Western,Eastern,Kwun Tong,Sham Shui Po,Kwai Chung,Tsuen Wan,Tseung Kwan O,Yuen Long,Tuen Mun,Tung Chung,Tai Po,Sha Tin,Tap Mun,Causeway Bay,Central,Mong Kok
,21,2,2*,3,2,3,2,2,2,2,2*,2,2,2,4,3,3
,22,2,2*,2,2,3,2,2,2,2,2*,2,2,2,4,2,3
,23,2,2*,2,2,2,2,2,2,2,2,2,2,2,4,2,3
,24,2,2*,2,2,2,2,2,2,2,2,2,2,1,3,2,3
,Daily Max,3,2,3,3,3,3,2,2,3,2,3,3,2,4,3,3
2018-09-04,01,2,2*,2,2,2,2,2,2,2,2,2,2,1,3,2,3
,02,2,2*,2,2,2,1,2,2,2,2,2,2,1,2,2,2
,03,2,2*,2,2,2,1,2,2,2,2,2,2,1,2,2,2
,04,2,2*,2,2,2,1,2,2,2,1,2,2,1,2,2,2
,05,2,2*,2,2,2,1,2,2,2,1,1,2,1,2,2,2
,06,2,2*,2,2,2,2,2,2,2,1,1,2,1,2,2,2
,07,2,2*,2,2,2,2,2,2,2,1,2,2,1,2,2,2
,08,2,2*,2,2,2,2,2,2,2,1,2,2,1,2,2,2
,09,2,2*,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,10,2,2*,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,11,2,2*,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,12,2,3*,3,3*,3,2,2,3,3,3,2,3,2,4,3,3
,13,3,3*,3,3*,3,3,3,3,4,3,3,3,3,4,3,3
,14,3,4*,3,3*,3,3,3,5,4,4,4,3,3,5,3,4
,15,4,4*,4,4*,4,4,4,5,5,4,5,4,3,5,4,4
,16,4,4*,4,4,4,4,4,6,5,4,5,5,4,5,4,4
,17,4,4*,4,4,4,4,5,5,5,4,5,4,4,5,4,4
,18,3,4*,4,3,4,4,4,5,4,4,5,4,5,4,4,4
,19,3,4*,4,3,4,3,4,4,4,3,5,4,4,4,4,4
,20,3,3*,4,3,3,3,4,4,3,3,4,3,4,3,4,4
,21,3,3*,3,3,3,3,4,3,3,3,4,3,3,3,3,4
,22,3,3*,3,3,3,3,3,3,3,3,4,3,3,3,3,4
,23,3,3*,3,3,3,3,3,3,3,3,4,3,3,3,3,3
,24,2,3*,3,2,3,2,3,3,3,3,3,3,2,3,3,3
,Daily Max,4,4,4,4,4,4,5,6,5,4,5,5,5,5,4,4
2018-09-05,01,2,3*,2,2,3,2,3,2,3,3,3,3,2,3,3,3
,02,2,3*,2,2,3,2,3,2,3,2*,3,3,2,2,2,2
,03,2,2*,2,2,2,2,2,2,2,2*,3,2,2,2,2,2
,04,2,2*,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,05,2,2*,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,06,2,2*,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,07,2,2*,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,08,2,2*,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,09,2,2*,3,2,3,2,3,2,2,2,2,2,2,3,3,3
,10,2,3*,3,2,3,2,3,3,3,2,3,2,2,4,3,3
,11,3,3*,3,3,3,3,3,3,3,3,3,3,3,4*,4,3
,12,3,4*,3,3,3,3,3,3,3,3,3,3*,3,4*,4,4
,13,4,4*,4,3,4,3,4,4,4,3,4,3*,3,4*,4,4
,14,4,4,4,4,4,4,4,5,5,5*,5,4*,4,5*,5,5
,15,5,4,4,4,5,4,5,5,5,5*,5,4*,,5*,5,5
,16,5,5,5,5,5,5,5,5,6,5,5,5*,,6*,6,5
,17,6,5,5,5,6,5,5,5,6,5,5,5*,,6*,6,6
,18,5,6,5,5,5,5,5,5,6,5,5,5*,4,6*,6,6
,19,5,5,5,5,5,5,5,5,6,4,5,5*,4,6,5,6
,20,5,5,5,5,5,5,5,5,5,4,5,5*,*,6,5,5
,21,5,5,5,5,5,4,4,5,5,4,4,5*,*,5,5,5
,22,5,4,4,4,4,4,4,4,5,4,4,4*,*,5,5,5
,23,4,4,4,4,4,3,4,4,4,3,4,4*,*,5,5,5
,24,4,4,4,4,4,3,3,4,4,3,3,3*,*,5,4,5
,Daily Max,6,6,5,5,6,5,5,5,6,5,5,5,4,6,6,6
2018-09-06,01,4,4,4,4,3,3,3,4,3,3,3,3*,*,4,4,4
,02,4,4,4,3,3,3,3,3,3,2,3,3*,*,3,4,4
,03,4,4,3,3,3,3,3,3,3,2,3,3*,*,3,3,4
,04,3,4,3,3,3,3,3,3,3,2,2,3*,*,3,3,4
,05,3,3,3,4,3,3,3,3,3,2,2,3*,*,3,3,4
,06,3,3,3,3,3,3,3,3,3,2,2,3*,*,3,3,3
,07,3,3,3,3,3,3,3,2,3,2,2,3*,*,3,3,3
,08,3,3,3,3,3,3,3,3,3,2,3,3*,*,3,3,3
,09,3,3,3,3,3,3,3,3,3,2,3,3*,*,3,3,4
,10,4,3,3,3,3,3,3,3,3,3,4,4*,*,4,4,4
,11,4,4,3,4,4,4,3,4,4,3,4,4*,*,4,4,4
,12,4,4,4,4,4,4,4,4,4,4,4,4,*,4*,5,5
,13,5,5,4,4,5,4,4,4,4,4,5,5,*,5*,5,5
,14,5,5,5,5,5,4,5*,4,5,4,5,5,*,5*,5,5
,15,5,5,5,5,5,5,5*,4,5,4,5,5,*,6*,5,5
,16,5,5,5*,5,5,5,5,4,4,4,5,5,*,6,5,6
,17,4,5,5*,5,5,5,5,4,4,4,5,5,*,5,5,6
,18,4,5,5,5,5,5,5,4,4,4,5,5,*,5,4,6
,19,4,5,5,5,5,4,5,4,4,4,5,5,5*,5,5,6
,20,4,5,4,5,5,4,5,4,4,3,5,5,5*,5,5,5
,21,4,4,4,4,4,4,5,4,4,3,5,4,4,5,4,5
,22,4,4,4,4,4,4,4,3,3,2,4,4,3,5,4,4
,23,3,3,4,3,3,3,4,3,3,2,4,3,2,4,4,4
,24,3,3,3,3,3,3,4,3,3,2,3,3,2,4,4,4
,Daily Max,5,5,5,5,5,5,5,4,5,4,5,5,5,6,5,6
2018-09-07,01,3,3,3,3,3,3,4,3,3,2,3,3,2,3,3,3
,02,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3
,03,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
,04,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3
,05,3,3,3,3,2,2,3,3,3,2,2,2,3,2,3,3
,06,3,3,3,3,2,2,2,2,3,2,2,2,2,2,3,3
,07,3,3,3,3,2,2,2,2,3,2,2,2,2,2,3,3
,08,3,3,3,2,3,2,2,2,3,2,2,2,2,3,3,3
,09,3,3,3,3,3,2,3,3,3,2,2,2,2,3,3,3
,10,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,3
,11,3,3,3,3,3,3,3,3,3,2,3,3,4,4,4,4
,12,3,3,4,3,4,4,4,3,4,3,4,3,4,5,4,4
,13,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4
,14,4,4,4,4,4,4,4*,4,4,3,4,4,4,5,5,4
,15,4,4,4,4,4,4,4*,4,4,3,4,4,4,5,5,5
,16,4,4,4,4,4,4,4*,4,4,3,4*,4,4,5,5,5
,17,4,4,4,4,4,4,4*,4,4,4,4*,4,4,5,5,5
,18,3,4,4,3,4,4,4*,4,4,3,4*,4,4*,4,4,4
,19,3,3,4,3,4,4,4,3,4,3,4,3,4*,5,4,4
,20,3,3,4,3,4,3,4,3,3,3,4,3,3*,5,4,4
,21,3,3,4,3,3,3,4,3,3,2,3,3,3,5,4,4
,22,3,3,3,3,3,3,3,4,3,2,3,3,3,5,4,4
,23,3,3,3,3,3,3,3,4,4,2,4,3,3,5,4,4
,24,3,3,3,3,3,3,3,4,4,3,4,4,4,5,4,4
,Daily Max,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5
2018-09-08,01,4,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4
,02,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4
,03,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4
,04,4,4,3,4,4,4,4,3,4,3,4,4,3,4,4,4
,05,4,4,3,3,3,3,3,3,3,3,3,4,3,4,4,4
,06,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3
,07,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3
,08,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3
,09,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
,10,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
,11,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4
,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,13,4,4,4,4,4,4,4,5,5,4,5,5,4,5,5,4
,14,4,4,4,4,4,5,4,5,6,5,5,5,5,5,5,4
,15,4,4,4,4,4,5,4,6,6,6,5,5,5,5,5,5
,16,5,4,4,4,4,5,4,6,6,6,5,5,4,4,5,5
,17,5,4,4,4,5,5,4,5,6,6,5,5,4,5,5,5
,18,5,4,5,4,5,5,4,5,5,6,4,5,4,5,6,5
,19,5,5,5,4,5,5,4,4,5,5,4,4,4,6,6,5
,20,5,4,4,4,5,5,4,4,4,4,4,4,4,5,5,5
,21,5,4,4,4,4,5,4,4,4,4,4,4,4,5,5,5
,22,4,4,4,4,4,4,4,4,4,3,4,4,4,5,5,4
,23,4,4,4,4,4,4,4,4,4,3,3,4,4,5,4,4
,24,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4
,Daily Max,5,5,5,4,5,5,4,6,6,6,5,5,5,6,6,5
2018-09-09,01,4,3,3,3,4,3,4,4,4,3,3,3,3,4,4,4
,02,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3
,03,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3
,04,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3
,05,3,3,3,3,3,3,3,4,4,3,2,3,4,3,3,3
,06,3,3,3,3,3,3,4,4,4,3,2,4,4,3,3,3
,07,3,3,3,3,3,3,4,4,4,3,2,4,4,3,3,3
,08,3,3,3,3,3,3,4,4,4,3,2,4,4,3,4,3
,09,3,3,3,3,3,3,4,4,4,3,3,4,4,4,4,3
,10,3,3,3,3,3,3,4,4,4,3,3,4,4,4,4,3
,11,4,4,3,3,3,3,4,4,4,3,3,4,4,4,4,4
,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,13,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4
,14,5,5,4,5,4,4,5,5,6,5,5,5,5,5,5,5
,15,5,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5
,16,5,5,5,5,5,5,5,6,7,6,5,5,5,5,5,6
,17,6,5,5,5,5,6,5,6,8,7,5,5,6,5,6,6
,18,5,5,5,6,6,6,5,6,8,7,5,5,6,5,6,6
,19,5,5,4,5,5,5,5,6,8,6,5,5,5,5,5,6
,20,5,5,4,5,5,5,5,6,7,5,5,5,5,4,5,5
,21,4,4,4,4,5,5,4,5,5,5,4,5,4,4,4,5
,22,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4
,23,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4
,24,4,4,3,3,3,3,4,4,4,3,3,3,3,4,4,4
,Daily Max,6,5,5,6,6,6,5,6,8,7,5,5,6,5,6,6
2018-09-10,01,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,3
,02,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3
,03,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,05,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
,06,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
,07,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3
,08,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3
,09,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
,10,3,3,3,3,3,3,3,3,3,3*,3,3,3,4,4,4
,11,4,4,3,4,3,3,3,3,3,3*,3*,3,3,4,4,4
,12,4,4,3,4,4,3,4*,4,4,4*,4*,4,4,4,4,4
,13,4,4,3,4,4,3,4*,4,4,4,4,4,4,4,4,4
,14,4,4,3,4,4,3,4*,4,4,4,4,4,4,4,4,4
,15,4,4,4,4,4,3,4,4,4,4,4,4,3*,4,4,5
,16,4,4,4,4,4,3,4,4,4,4,4,4,3*,4,4,4
,17,4,4,4,4,4,3,4,4,5,4,3,4,3*,5,4,5
,18,4,4,4,4,4,3,4,4,5,5,3,4,2,5,5,5
,19,4,4,4,4,4,3,4,4,5,4,3,3,2,6,5,5
,20,4,4,4,4,5,3,4,4,5,4,3,3,2,6,5,5
,21,4,4,5,4,5,3,4,4,5,3,3,3,2,6,5,5
,22,4,4,5,4,5,3,4,4,5,3,3,3,2,6,6,5
,23,4,4,4,4,4,3,4,4,5,3,3,3,2,6,5,5
,24,4,4,4,4,4,3,4,3,4,3,3,3,2,5,5,5
,Daily Max,4,4,5,4,5,3,4,4,5,5,4,4,4,6,6,5
2018-09-11,01,4,4,4,4,3,3,4,3,4,3,3,3,2,5,5,6
,02,4,4,4,4,3,3,3,3,4,3,3,3,2,5,4,5
,03,4,4,4,4,3,3,3,3,4,3,3,3,2,5,4,5
,04,4,4,4,4,3,3,3,3,4,3,2,3,3,4,4,5
,05,4,4,4,4,3,3,3,3,4,3,2,3,3,4,4,4
,06,4,4,4,4,3,3,3,3,4,3,2,3,3,4,4,4
,07,4,4,4,4,3,3,4,3,4,3,2,3,3,4,4,4
,08,4,4,4,4,3,3,4,3,4,3,3,3,4,4,4,4
,09,4,4,4,4,4,4,4,4,4,3,3,3,4,5,4,4
,10,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5
,11,5,4,4,5,4,4,4,5,6,5,5,5,5,5,5,5
,12,5,5,5,5,5,5,5*,7,7,6,5,6,5,5,6*,5
,13,6,5,5,6,5,6,5*,8,8,8,6,6,6,6,6*,6
,14,7,6,6,6,6,7,6,9,9,9,7,7,6,6,7*,6
,15,8,7,6,7,7,8,7,9,10,10,7,8,6,8,8*,7
,16,9,8,7,8,8,8,8,8,10,10,8,8,6,9,9*,8
,17,10,9,8,8,8,8,9,7,10,10,8,9,6,10,10*,9
,18,10,9,9,8,8,7,9,7,10,10,7,8,6,10,10*,9
,19,9,10,9,8,7,7,9,6,9,9,6,7,5,9,10*,8
,20,8,9,8,7,6,6,8,6,8,7,6,6,5,9,9,8
,21,7,8,7,6,6,5,7,5,6,5,5,5,4,8,8,7
,22,6,7,6,5,5,5,6,5,5,5,5,5,4,7,7,6
,23,6,6,6,5,5,4,5,5,5,4,4,4,5,6,6,6
,24,6,6,6,6,5,4,5,4,5,3,4,4,5,6,7,6
,Daily Max,10,10,9,8,8,8,9,9,10,10,8,9,6,10,10,9
2018-09-12,01,6,6,6,6,5,5,5,4,5,3,4,4,5,5,6,6
,02,6,5,5,6,5,5,5,4,4,3,4,4,*,4,5,5
,03,4,4,3,4,5,5,4,4,4,3,4,4,*,4,4,4
,04,4,4,3,4,4,5,3,4,5,3,4,4,3,3,3,4
,05,4,4,3,4,4,4,3,4,5,3,3,4,3,3,3,4
,06,4,4,3,4,4,4,3,4,4,3,3,3,3,3,3,3
,07,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3
,08,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,09,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,10,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3
,11,3,3,3,3,3,3,3,4,4,3*,3,3,3,4,4,3
,12,3,4,3,3,3,3,3,4,4,4*,3,4,3,4,4*,3
,13,4,4,4,4,4,4*,4,4,4,4*,3,4,4,4,4*,4
,14,4,4,4,4,4,3*,4,4,4,4*,3,4,4,4,4*,4
,15,4,4,4,4,4,3*,4*,4,4,3,3,4,4,4,4,4
,16,4,4,4,4,4,4*,4*,4,4,3,3,4,4,4,4,4
,17,4,4,4,4,4,4*,4,4,4,4,4,4,4,4,4,4
,18,4,4,4,4,4,4*,4,4,4,4,4,4,4,4,4,4
,19,4,4,3,4,4,4*,4,4,4,4,3,4,4,4,4,4
,20,4,4,3,4,4,4*,4,4,4,3,3,4,4,4,4,4
,21,4,4,3,4,4,3*,4,3,4,3,3,4,3,4,4,4
,22,3,4,3,4,4,3*,3,3,4,3,3,4,3,3,4,4
,23,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3
,24,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,Daily Max,6,6,6,6,5,5,5,4,5,4,4,4,5,5,6,6
2018-09-13,01,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,02,3,3,2,3,3,3*,3,3,3,3,2,3,3,3,3,3
,03,3,3,2,3,3,3*,3,3,3,3,2,3,3,2,3,3
,04,3,3,2,3,3,2,3,3,3,3,2,3,3,2,3,2
,05,3,3,2,3,3,2,2,2,3,2,2,3,3,2,2,2
,06,2,3,2,3,3,2,2,2,3,2,2,3,2,2,2,2
,07,2,3,2,3,2,2,2,2,3,2,2,3,2,2,2,2
,08,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,10,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3
,11,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,12,2,3,2,2,2,2,3,2,2,2,2,2,2,3,3,3
,13,3,3,3,3,3,2,3,2,2,2,2,3,2,3,3,3
,14,3,3,3,3,3,3,3,3,3,3,3,3,*,4,3,3
,15,3,3,3,3,3,3,4,3,3,3,3,3,*,4,3,3
,16,3,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4
,17,3,4,3,3,3,3,4,3,3,3,3,3,4,4,4,4
,18,3,4,3,3,3,3,4,3,3,3,3,4,4,5,4,4
,19,3,4,3,3,3,3,4,3,3,3,3,4,4,5,4,4
,20,3,4,3,3,3,3,4,3,3,3,3,4,4,4,4,4
,21,3,4,3,3,3,3,4,3,3,3,3,3,4,4,4,4
,22,3,4,3,3,3,3*,3,3,3,2,3,3,4,3,4,4
,23,3,4,3,3,3,3*,3,3,3,2,3,3,4,3,3,4
,24,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3
,Daily Max,3,4,3,3,3,3,4,3,3,3,3,4,4,5,4,4
2018-09-14,01,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3
,02,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3
,03,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3
,04,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,3
,05,3,3,3,3,2,2,3,2,3,2,3,3,2,3,3,3
,06,3,3,2,3,2,2,3,2,3,2,2,2,2,2,3,2
,07,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
,09,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,10,2,3,2,2,3,2,2,2,3,2,2,2,2,3,3,3
,11,3,3,3,3,3,2,2,2,3,2,3,3,2,3,3,3
,12,3,3,3,3,3,3,3,3*,3,3,3,3,3,3,3,3
,13,3,3,3,4,4,4,3,4*,5,3,4,4,4,4,4,4
,14,4,4,4,4,4,5,4,7,6,4,5,5,6,5,4,5
,15,4,5,5,5,5,5,5,7,7,6,6,5,6,6,5,5
,16,4,5,5,5*,4,5,5,8,8,9,7,5,5,6,5,5
,17,4,5,5,4*,4,4,5,8,9,9,6,5,5,6,5,5
,18,5,4,4,5*,5,4,4,7,9,9,6,5,4,6,5,5
,19,5,4,4,4*,5,4,4,6,7,8,5,5,4,6,5,5
,20,5,4,4,5*,5,4,4,5,5,7,5,5,3,6,6,6
,21,5,4,4,4*,5,4,4,4,5,6,4,4,2,6,5,5
,22,5,4,4,4*,5,4,4,4,4,5,4,4,2,5,5,5
,23,4,4,4,4*,4,3,4,4,4,4,3,4,2,4,4,4
,24,4,4,3,4,3,3,3,4,4,4,3,3,2,4,4,4
,Daily Max,5,5,5,5,5,5,5,8,9,9,7,5,6,6,6,6
2018-09-15,01,4,3,3,4,3,3,3,4,4,3,3,3,2,4,4,4
,02,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,4
,03,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4
,04,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,4
,05,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3
,06,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,3
,07,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,3
,08,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,4
,09,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,4
,10,3,3,3,3,3,3,3,3,4,3,4,3,3,4,4,4
,11,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4
,12,4,4,4,4,4,4,4,5,6,5,5,4,4,4,5,4
,13,4,4,4,4,4,4,4,6,6,7,4,5,4,5,5,4
,14,4,4,4,4,4,4,4,6,6,7,4,5,4,5,5,4
,15,4,4,4,4,4,4,4,5,6,6,4,5,4,6,5,5
,16,4,4,4,4,5,4,4,5,5,6,4,5,4,6,5,5
,17,4,4,4,4,4,4,4,4,5,5,4,4,4,6,5,5
